Pattern,#SUP:
what -1 the -1 world -1 is -1 about -1 and -1 then -1 ,1.0
to -1 date -1 until -1 her -1 ,1.0
allowed -1 to -1 go -1 out -1 i -1 should -1 obsess -1 over -1 a -1 dead -1 guy -1 ,1.0
one -1 will -1 go -1 out -1 with -1 her -1 ,1.0
you -1 re -1 the -1 only -1 sophomore -1 at -1 the -1 prom -1 ,1.0
never -1 been -1 proven -1 william -1 didnt -1 even -1 go -1 to -1 high -1 school -1 william -1 would -1 never -1 have -1 gone -1 to -1 ,1.0
i -1 too -1 will -1 find -1 other -1 populations -1 and -1 bring -1 them -1 to -1 ,1.0
thats -1 the -1 kind -1 of -1 guy -1 ,1.0
to -1 see -1 if -1 youre -1 ,1.0
your -1 ears -1 for -1 one -1 ,1.0
would -1 like -1 to -1 catch -1 up -1 with -1 all -1 the -1 moments -1 i -1 didnt -1 spend -1 with -1 ,1.0
sure -1 do -1 my -1 moms -1 from -1 ,1.0
the -1 indies -1 are -1 no -1 more -1 than -1 750 -1 leagues -1 west -1 of -1 the -1 canary -1 islands -1 ,1.0
girl -1 i -1 yeah -1 but -1 ,1.0
and -1 also -1 to -1 bring -1 ,1.0
dont -1 make -1 a -1 man -1 rich -1 they -1 only -1 make -1 him -1 busier -1 they -1 took -1 everything -1 they -1 tried -1 but -1 i -1 ,1.0
bobby -1 rictors -1 gonad -1 retrieval -1 ,1.0
joey -1 dorsey -1 are -1 going -1 to -1 include -1 ,1.0
because -1 everyone -1 else -1 was -1 ,1.0
you -1 arent -1 stupid -1 and -1 as -1 far -1 as -1 i -1 can -1 tell -1 youre -1 only -1 slightly -1 psychotic -1 so -1 why -1 is -1 it -1 that -1 youre -1 such -1 a -1 fuckup -1 ,1.0
title -1 and -1 the -1 benefits -1 package -1 is -1 pretty -1 good -1 you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 far -1 as -1 i -1 can -1 tell -1 youre -1 only -1 ,1.0
must -1 know -1 we -1 were -1 ,1.0
is -1 it -1 with -1 this -1 chick -1 ,1.0
know -1 how -1 sometimes -1 you -1 just -1 become -1 this -1 persona -1 ,1.0
love -1 renew -1 thy -1 force -1 ,1.0
you -1 mustnt -1 give -1 way -1 to -1 despair -1 ,1.0
yeah -1 ive -1 got -1 the -1 sears -1 catalog -1 thing -1 going -1 and -1 ,1.0
dont -1 really -1 think -1 you -1 warrant -1 ,1.0
too -1 good -1 for -1 any -1 of -1 this -1 and -1 then -1 you -1 go -1 totally -1 apeshit -1 when -1 you -1 ,1.0
riches -1 dont -1 make -1 a -1 man -1 rich -1 they -1 only -1 make -1 him -1 ,1.0
know -1 theres -1 the -1 prestige -1 of -1 the -1 job -1 title -1 and -1 the -1 benefits -1 package -1 is -1 pretty -1 good -1 you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 far -1 as -1 i -1 can -1 tell -1 youre -1 only -1 slightly -1 psychotic -1 so -1 why -1 is -1 it -1 that -1 ,1.0
listen -1 i -1 know -1 you -1 hate -1 having -1 to -1 sit -1 home -1 because -1 im -1 not -1 susie -1 high -1 ,1.0
with -1 you -1 because -1 her -1 sister -1 is -1 this -1 insane -1 head -1 case -1 and -1 no -1 one -1 will -1 go -1 out -1 with -1 her -1 ,1.0
even -1 in -1 las -1 minas -1 ,1.0
so -1 short -1 a -1 time -1 ,1.0
know -1 we -1 were -1 attempting -1 to -1 go -1 to -1 a -1 small -1 study -1 ,1.0
senor -1 colon -1 that -1 you -1 are -1 in -1 ,1.0
could -1 find -1 kat -1 a -1 boyfriend -1 thats -1 ,1.0
only -1 god -1 knows -1 the -1 ,1.0
can -1 t -1 go -1 if -1 kat -1 doesnt -1 go -1 listen -1 i -1 ,1.0
up -1 the -1 plan -1 you -1 ,1.0
eminence -1 unfortunately -1 don -1 colon -1 that -1 ,1.0
i -1 do -1 you -1 dont -1 care -1 if -1 i -1 die -1 i -1 told -1 you -1 why -1 re -1 you -1 doing -1 this -1 ,1.0
to -1 take -1 fernando -1 and -1 diego -1 into -1 her -1 ,1.0
ive -1 just -1 been -1 going -1 over -1 the -1 whole -1 thing -1 in -1 my -1 head -1 and -1 you -1 told -1 ,1.0
to -1 their -1 calculations -1 the -1 circumference -1 of -1 the -1 earth -1 ,1.0
because -1 i -1 like -1 to -1 ,1.0
me -1 locked -1 away -1 in -1 the -1 dark -1 so -1 i -1 cant -1 experience -1 anything -1 for -1 myself -1 i -1 guess -1 i -1 thought -1 ,1.0
man -1 has -1 ever -1 taken -1 you -1 away -1 from -1 me -1 i -1 can -1 arrange -1 for -1 the -1 ,1.0
easy -1 to -1 get -1 rid -1 ,1.0
i -1 think -1 might -1 be -1 how -1 is -1 our -1 little -1 find -1 the -1 wench -1 a -1 date -1 plan -1 progressing -1 ,1.0
make -1 my -1 own -1 decisions -1 you -1 ,1.0
smack -1 the -1 crap -1 out -1 of -1 you -1 if -1 you -1 dont -1 get -1 out -1 of -1 my -1 way -1 ,1.0
locked -1 away -1 in -1 the -1 dark -1 so -1 i -1 cant -1 experience -1 ,1.0
thank -1 god -1 she -1 said -1 yes -1 ,1.0
you -1 are -1 in -1 no -1 ,1.0
a -1 gay -1 cruise -1 line -1 but -1 ill -1 ,1.0
cozy -1 with -1 she -1 who -1 ,1.0
how -1 you -1 know -1 our -1 position -1 ,1.0
wanted -1 to -1 let -1 you -1 make -1 up -1 ,1.0
am -1 ready -1 to -1 risk -1 ,1.0
youre -1 venturing -1 far -1 past -1 daytime -1 talk -1 show -1 ,1.0
like -1 we -1 had -1 a -1 choice -1 ,1.0
is -1 id -1 give -1 up -1 my -1 private -1 line -1 ,1.0
colon -1 that -1 is -1 precisely -1 where -1 our -1 opinions -1 differ -1 are -1 you -1 familiar -1 with -1 ,1.0
i -1 havent -1 given -1 you -1 much -1 of -1 ,1.0
to -1 their -1 calculations -1 the -1 ,1.0
are -1 you -1 familiar -1 with -1 the -1 work -1 of -1 ,1.0
them -1 when -1 it -1 benefits -1 them -1 ,1.0
all -1 the -1 risks -1 while -1 you -1 take -1 the -1 profit -1 ,1.0
the -1 only -1 part -1 of -1 you -1 featured -1 in -1 your -1 big -1 kmart -1 spread -1 was -1 ,1.0
like -1 to -1 admit -1 that -1 their -1 daughters -1 are -1 capable -1 ,1.0
im -1 a -1 little -1 busy -1 dont -1 make -1 me -1 do -1 it -1 man -1 gigglepuss -1 is -1 playing -1 there -1 tomorrow -1 ,1.0
to -1 admit -1 that -1 their -1 daughters -1 are -1 ,1.0
never -1 told -1 you -1 we -1 went -1 out -1 did -1 ,1.0
you -1 cant -1 always -1 trust -1 ,1.0
is -1 pretty -1 good -1 you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 ,1.0
and -1 you -1 say -1 this -1 is -1 an -1 indian -1 vice -1 ,1.0
the -1 men -1 of -1 this -1 fine -1 institution -1 ,1.0
will -1 be -1 brave -1 and -1 swallow -1 ,1.0
ive -1 ever -1 heard -1 her -1 say -1 is -1 that -1 shed -1 dip -1 before -1 dating -1 a -1 guy -1 that -1 smokes -1 ,1.0
other -1 populations -1 and -1 bring -1 ,1.0
with -1 me -1 by -1 your -1 ,1.0
state -1 has -1 some -1 reason -1 ,1.0
my -1 son -1 my -1 son -1 your -1 certitudes -1 are -1 sometimes -1 frightening -1 christopher -1 you -1 ,1.0
i -1 know -1 i -1 should -1 not -1 ,1.0
this -1 to -1 torture -1 me -1 ,1.0
might -1 have -1 a -1 date -1 i -1 dont -1 know -1 why -1 im -1 bothering -1 ,1.0
to -1 that -1 other -1 ocean -1 ,1.0
one -1 thing -1 id -1 like -1 to -1 understand -1 why -1 do -1 you -1 want -1 to -1 go -1 ,1.0
and -1 yet -1 i -1 want -1 you -1 to -1 ,1.0
were -1 not -1 since -1 we -1 dont -1 ,1.0
serious -1 brothers -1 should -1 be -1 ,1.0
sarah -1 lawrence -1 is -1 on -1 the -1 other -1 side -1 of -1 the -1 country -1 ,1.0
only -1 slightly -1 psychotic -1 so -1 why -1 is -1 ,1.0
are -1 no -1 bikini -1 kill -1 ,1.0
only -1 slightly -1 psychotic -1 so -1 ,1.0
ignore -1 that -1 according -1 to -1 their -1 calculations -1 the -1 circumference -1 of -1 the -1 earth -1 ,1.0
done -1 anything -1 asinine -1 this -1 ,1.0
year -1 sitting -1 next -1 to -1 my -1 grandma -1 on -1 the -1 couch -1 watching -1 wheel -1 of -1 ,1.0
i -1 wish -1 i -1 could -1 say -1 hes -1 a -1 moron -1 but -1 hes -1 number -1 ,1.0
prozac -1 to -1 know -1 that -1 ,1.0
thought -1 you -1 might -1 have -1 a -1 ,1.0
to -1 buy -1 her -1 some -1 noodles -1 and -1 a -1 book -1 and -1 sit -1 around -1 listening -1 to -1 chicks -1 who -1 cant -1 ,1.0
easy -1 enough -1 the -1 thing -1 is -1 cameron -1 im -1 at -1 the -1 mercy -1 ,1.0
is -1 about -1 and -1 then -1 tell -1 me -1 something -1 i -1 can -1 listen -1 to -1 ,1.0
youre -1 too -1 good -1 for -1 any -1 ,1.0
and -1 i -1 think -1 he -1 might -1 ,1.0
back -1 at -1 the -1 party -1 but -1 you -1 always -1 ,1.0
cant -1 you -1 forget -1 for -1 just -1 one -1 night -1 that -1 ,1.0
come -1 and -1 go -1 as -1 naked -1 as -1 the -1 day -1 ,1.0
buildings -1 are -1 roofed -1 with -1 ,1.0
try -1 to -1 remember -1 that -1 marchena -1 two -1 minutes -1 and -1 already -1 youre -1 a -1 ,1.0
of -1 the -1 job -1 title -1 and -1 the -1 benefits -1 package -1 is -1 pretty -1 good -1 you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 far -1 as -1 i -1 can -1 tell -1 youre -1 ,1.0
you -1 back -1 at -1 the -1 ,1.0
running -1 the -1 rest -1 of -1 me -1 next -1 month -1 ,1.0
wont -1 know -1 until -1 youre -1 fortyfive -1 ,1.0
just -1 got -1 out -1 of -1 alcatraz -1 he -1 seems -1 like -1 he -1 thrives -1 on -1 danger -1 what -1 ,1.0
im -1 likin -1 you -1 guys -1 better -1 i -1 prefer -1 to -1 think -1 of -1 it -1 ,1.0
so -1 serious -1 brothers -1 should -1 be -1 raised -1 together -1 colon -1 ,1.0
be -1 found -1 to -1 the -1 west -1 and -1 i -1 ,1.0
in -1 a -1 never -1 ending -1 ,1.0
i -1 pick -1 up -1 the -1 tab -1 you -1 do -1 the -1 ,1.0
tell -1 him -1 we -1 are -1 leaving -1 men -1 ,1.0
and -1 states -1 often -1 make -1 use -1 of -1 them -1 when -1 it -1 ,1.0
because -1 then -1 id -1 have -1 ,1.0
dont -1 know -1 i -1 have -1 the -1 impression -1 that -1 ,1.0
he -1 has -1 this -1 huge -1 raging -1 fit -1 about -1 sarah -1 ,1.0
i -1 believe -1 heinous -1 bitch -1 ,1.0
and -1 sanchez -1 that -1 you -1 are -1 ,1.0
to -1 chicks -1 who -1 cant -1 play -1 their -1 instruments -1 ,1.0
got -1 cozy -1 with -1 she -1 who -1 stings -1 ,1.0
ive -1 never -1 slept -1 with -1 a -1 spice -1 girl -1 ,1.0
fit -1 about -1 sarah -1 lawrence -1 ,1.0
i -1 die -1 i -1 told -1 you -1 why -1 ,1.0
is -1 full -1 of -1 mercenaries -1 and -1 states -1 often -1 ,1.0
think -1 of -1 it -1 simply -1 as -1 an -1 alternative -1 ,1.0
and -1 states -1 often -1 make -1 ,1.0
other -1 populations -1 and -1 bring -1 them -1 ,1.0
been -1 going -1 over -1 the -1 whole -1 thing -1 in -1 ,1.0
a -1 man -1 of -1 honor -1 and -1 sincerity -1 and -1 sanchez -1 ,1.0
cannot -1 ignore -1 that -1 according -1 to -1 their -1 calculations -1 the -1 ,1.0
de -1 tyr -1 esdras -1 how -1 ,1.0
then -1 you -1 cannot -1 ignore -1 that -1 according -1 to -1 their -1 calculations -1 ,1.0
because -1 you -1 wont -1 be -1 normal -1 i -1 ,1.0
i -1 exactly -1 my -1 point -1 but -1 she -1 doesnt -1 want -1 ,1.0
this -1 forest -1 there -1 is -1 enough -1 danger -1 to -1 sweep -1 us -1 ,1.0
mothers -1 liked -1 guys -1 like -1 that -1 and -1 their -1 grandmothers -1 before -1 them -1 ,1.0
the -1 impression -1 that -1 i -1 didnt -1 change -1 ,1.0
besides -1 when -1 you -1 let -1 the -1 enemy -1 think -1 hes -1 orchestrating -1 the -1 ,1.0
why -1 dont -1 we -1 discuss -1 ,1.0
ebers -1 deep -1 conditioner -1 every -1 two -1 days -1 ,1.0
a -1 particularly -1 hideous -1 breed -1 of -1 ,1.0
a -1 pleasure -1 to -1 teach -1 ,1.0
just -1 acts -1 crazed -1 in -1 public -1 to -1 ,1.0
to -1 convince -1 the -1 king -1 of -1 portugal -1 of -1 his -1 ,1.0
look -1 is -1 over -1 kat -1 ,1.0
all -1 go -1 crazy -1 hes -1 ,1.0
you -1 might -1 have -1 a -1 date -1 i -1 dont -1 know -1 why -1 im -1 bothering -1 to -1 ask -1 but -1 are -1 you -1 going -1 to -1 bogey -1 lowensteins -1 ,1.0
a -1 good -1 shot -1 at -1 being -1 the -1 prada -1 guy -1 next -1 ,1.0
but -1 youre -1 too -1 busy -1 listening -1 to -1 bitches -1 who -1 need -1 prozac -1 to -1 know -1 ,1.0
make -1 a -1 man -1 rich -1 they -1 only -1 make -1 him -1 busier -1 they -1 took -1 everything -1 they -1 tried -1 but -1 ,1.0
seems -1 to -1 me -1 the -1 ,1.0
i -1 want -1 to -1 discuss -1 ,1.0
i -1 spent -1 a -1 year -1 sitting -1 next -1 to -1 my -1 grandma -1 ,1.0
took -1 everything -1 they -1 tried -1 but -1 ,1.0
took -1 everything -1 they -1 tried -1 but -1 i -1 didnt -1 let -1 them -1 ,1.0
that -1 according -1 to -1 their -1 calculations -1 ,1.0
the -1 men -1 of -1 this -1 fine -1 institution -1 are -1 severely -1 lacking -1 but -1 killing -1 yourself -1 so -1 you -1 can -1 be -1 ,1.0
with -1 money -1 in -1 your -1 eyes -1 me -1 with -1 my -1 hand -1 on -1 your -1 ass -1 and -1 why -1 ,1.0
alternative -1 to -1 what -1 the -1 law -1 ,1.0
re -1 the -1 only -1 sophomore -1 at -1 the -1 prom -1 ,1.0
i -1 know -1 the -1 porn -1 careers -1 ,1.0
of -1 this -1 fine -1 institution -1 are -1 severely -1 lacking -1 but -1 killing -1 ,1.0
you -1 get -1 so -1 carried -1 ,1.0
a -1 little -1 busy -1 dont -1 make -1 me -1 do -1 it -1 man -1 gigglepuss -1 is -1 playing -1 there -1 ,1.0
water -1 has -1 gone -1 the -1 rest -1 is -1 nearly -1 putrid -1 ,1.0
guess -1 ill -1 never -1 know -1 will -1 i -1 ,1.0
concern -1 with -1 the -1 crew -1 ,1.0
cruise -1 line -1 but -1 ill -1 be -1 like -1 wearing -1 ,1.0
of -1 toscanelli -1 marin -1 de -1 tyr -1 esdras -1 how -1 can -1 ,1.0
you -1 sound -1 like -1 betty -1 all -1 pissed -1 off -1 because -1 archie -1 is -1 ,1.0
know -1 just -1 to -1 see -1 if -1 youre -1 ,1.0
of -1 this -1 and -1 then -1 you -1 ,1.0
go -1 out -1 with -1 are -1 the -1 ones -1 we -1 ,1.0
to -1 rise -1 so -1 high -1 in -1 so -1 ,1.0
seems -1 like -1 he -1 thrives -1 ,1.0
ponies -1 the -1 flat -1 beer -1 you -1 with -1 money -1 in -1 your -1 eyes -1 me -1 with -1 my -1 hand -1 on -1 your -1 ,1.0
i -1 wouldnt -1 know -1 where -1 to -1 start -1 and -1 yet -1 i -1 ,1.0
have -1 a -1 date -1 daddy -1 ,1.0
then -1 go -1 get -1 her -1 sure -1 cameron -1 do -1 you -1 ,1.0
hes -1 your -1 freak -1 friend -1 mandellas -1 ,1.0
i -1 was -1 never -1 meant -1 to -1 live -1 with -1 a -1 woman -1 id -1 love -1 to -1 argue -1 with -1 ,1.0
don -1 moxica -1 we -1 all -1 have -1 to -1 ,1.0
your -1 other -1 choices -1 of -1 expression -1 this -1 year -1 ,1.0
christopher -1 you -1 must -1 speak -1 to -1 ,1.0
hundred -1 for -1 the -1 tux -1 get -1 her -1 to -1 act -1 like -1 ,1.0
are -1 severely -1 lacking -1 but -1 killing -1 yourself -1 so -1 you -1 ,1.0
you -1 wouldve -1 let -1 me -1 go -1 out -1 with -1 him -1 instead -1 of -1 helping -1 daddy -1 hold -1 ,1.0
appreciate -1 your -1 efforts -1 toward -1 a -1 speedy -1 death -1 but -1 ,1.0
are -1 severely -1 lacking -1 but -1 killing -1 yourself -1 so -1 you -1 can -1 be -1 with -1 ,1.0
ass -1 and -1 why -1 would -1 i -1 ,1.0
it -1 all -1 the -1 time -1 ,1.0
then -1 i -1 fucked -1 up -1 ,1.0
sophomore -1 that -1 got -1 asked -1 to -1 the -1 prom -1 and -1 ,1.0
would -1 go -1 to -1 this -1 ,1.0
thats -1 what -1 i -1 just -1 ,1.0
come -1 on -1 the -1 ponies -1 the -1 flat -1 beer -1 you -1 with -1 money -1 ,1.0
so -1 he -1 has -1 this -1 huge -1 raging -1 fit -1 about -1 sarah -1 lawrence -1 and -1 insists -1 that -1 i -1 go -1 to -1 his -1 maledominated -1 puking -1 frat -1 boy -1 ,1.0
i -1 know -1 is -1 id -1 give -1 up -1 ,1.0
there -1 are -1 only -1 two -1 ways -1 of -1 reaching -1 it -1 why -1 do -1 you -1 wish -1 to -1 sail -1 ,1.0
me -1 the -1 first -1 thing -1 ,1.0
is -1 one -1 thing -1 id -1 like -1 to -1 understand -1 why -1 do -1 you -1 want -1 to -1 go -1 back -1 after -1 ,1.0
you -1 did -1 the -1 same -1 to -1 your -1 god -1 ,1.0
they -1 a -1 little -1 too -1 preteen -1 bellybutton -1 ring -1 for -1 ,1.0
with -1 my -1 hand -1 on -1 your -1 ass -1 and -1 ,1.0
he -1 sold -1 his -1 own -1 liver -1 on -1 the -1 black -1 market -1 so -1 he -1 could -1 buy -1 new -1 ,1.0
nope -1 just -1 came -1 by -1 to -1 chat -1 are -1 you -1 lost -1 ,1.0
wouldnt -1 know -1 where -1 to -1 start -1 and -1 yet -1 i -1 want -1 ,1.0
frat -1 boy -1 number -1 one -1 golf -1 team -1 school -1 ,1.0
to -1 learn -1 how -1 to -1 ,1.0
was -1 never -1 meant -1 to -1 live -1 with -1 a -1 woman -1 id -1 love -1 to -1 ,1.0
want -1 to -1 keep -1 your -1 head -1 on -1 your -1 ,1.0
i -1 have -1 a -1 child -1 by -1 a -1 man -1 who -1 wont -1 ,1.0
kind -1 of -1 guy -1 just -1 picks -1 up -1 a -1 ,1.0
would -1 really -1 deplore -1 the -1 loss -1 of -1 such -1 a -1 potential -1 opportunity -1 for -1 spain -1 for -1 a -1 dispute -1 ,1.0
be -1 found -1 to -1 the -1 west -1 and -1 ,1.0
i -1 see -1 that -1 im -1 a -1 prisoner -1 in -1 my -1 own -1 house -1 ,1.0
asked -1 to -1 the -1 prom -1 and -1 i -1 cant -1 go -1 ,1.0
i -1 cant -1 date -1 her -1 sister -1 until -1 that -1 one -1 gets -1 a -1 ,1.0
kill -1 or -1 the -1 raincoats -1 but -1 theyre -1 right -1 up -1 ,1.0
to -1 go -1 then -1 you -1 ,1.0
dazzle -1 her -1 with -1 charm -1 ,1.0
but -1 she -1 cant -1 go -1 out -1 ,1.0
i -1 guess -1 since -1 im -1 not -1 allowed -1 ,1.0
from -1 different -1 mothers -1 your -1 majesty -1 some -1 men -1 ,1.0
from -1 different -1 mothers -1 your -1 majesty -1 some -1 men -1 are -1 content -1 to -1 read -1 ,1.0
you -1 were -1 not -1 a -1 ,1.0
you -1 as -1 somewhat -1 i -1 still -1 maintain -1 that -1 he -1 kicked -1 himself -1 in -1 ,1.0
to -1 reveal -1 himself -1 to -1 ,1.0
not -1 since -1 we -1 dont -1 ,1.0
know -1 is -1 id -1 give -1 up -1 my -1 private -1 line -1 to -1 go -1 ,1.0
has -1 this -1 huge -1 raging -1 ,1.0
this -1 boy -1 and -1 i -1 think -1 he -1 might -1 ask -1 ,1.0
practically -1 proposed -1 when -1 he -1 found -1 out -1 we -1 ,1.0
i -1 already -1 sent -1 em -1 a -1 ,1.0
that -1 i -1 could -1 tell -1 the -1 difference -1 i -1 know -1 just -1 let -1 ,1.0
daddy -1 but -1 theres -1 this -1 ,1.0
two -1 are -1 gonna -1 help -1 me -1 tame -1 the -1 wild -1 beast -1 ,1.0
he -1 seems -1 like -1 he -1 thrives -1 on -1 danger -1 what -1 makes -1 you -1 think -1 hell -1 do -1 it -1 ,1.0
werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 far -1 as -1 i -1 can -1 tell -1 youre -1 only -1 slightly -1 psychotic -1 so -1 why -1 is -1 it -1 ,1.0
go -1 as -1 naked -1 as -1 the -1 day -1 god -1 created -1 them -1 do -1 ,1.0
i -1 was -1 bianca -1 it -1 would -1 be -1 any -1 ,1.0
can -1 do -1 anything -1 you -1 want -1 ,1.0
your -1 certitudes -1 are -1 sometimes -1 frightening -1 christopher -1 ,1.0
really -1 deplore -1 the -1 loss -1 of -1 such -1 a -1 potential -1 opportunity -1 for -1 spain -1 for -1 a -1 ,1.0
he -1 not -1 already -1 try -1 to -1 convince -1 the -1 king -1 ,1.0
busy -1 when -1 you -1 were -1 ,1.0
anything -1 asinine -1 this -1 week -1 ,1.0
know -1 what -1 i -1 mean -1 is -1 that -1 ,1.0
have -1 never -1 in -1 my -1 life -1 ,1.0
busy -1 dont -1 make -1 me -1 do -1 it -1 ,1.0
is -1 that -1 shed -1 dip -1 ,1.0
prom -1 and -1 i -1 cant -1 go -1 ,1.0
seems -1 like -1 he -1 thrives -1 on -1 danger -1 what -1 makes -1 ,1.0
to -1 bring -1 the -1 word -1 of -1 ,1.0
and -1 insists -1 that -1 i -1 go -1 to -1 his -1 maledominated -1 puking -1 ,1.0
not -1 willing -1 to -1 have -1 on -1 ,1.0
you -1 with -1 money -1 in -1 your -1 eyes -1 me -1 with -1 my -1 hand -1 on -1 your -1 ass -1 and -1 why -1 would -1 i -1 do -1 that -1 ,1.0
get -1 her -1 to -1 act -1 like -1 a -1 ,1.0
have -1 to -1 do -1 is -1 call -1 the -1 ,1.0
covered -1 in -1 my -1 vomit -1 ,1.0
forgive -1 me -1 don -1 bobadilla -1 those -1 positions -1 have -1 already -1 been -1 taken -1 ,1.0
have -1 to -1 do -1 is -1 call -1 ,1.0
go -1 to -1 this -1 a -1 bastion -1 of -1 commercial -1 excess -1 ,1.0
do -1 you -1 believe -1 he -1 would -1 have -1 waited -1 for -1 you -1 to -1 ,1.0
concern -1 is -1 the -1 welfare -1 and -1 prosperity -1 of -1 spain -1 ,1.0
actually -1 say -1 shed -1 go -1 ,1.0
he -1 might -1 ask -1 just -1 sent -1 em -1 ,1.0
oh -1 i -1 thought -1 you -1 might -1 have -1 a -1 date -1 i -1 dont -1 know -1 why -1 im -1 bothering -1 to -1 ask -1 but -1 are -1 you -1 going -1 to -1 bogey -1 lowensteins -1 ,1.0
miss -1 katarina -1 stratford -1 i -1 think -1 youll -1 ,1.0
package -1 is -1 pretty -1 good -1 you -1 werent -1 abused -1 you -1 arent -1 stupid -1 and -1 as -1 far -1 as -1 i -1 can -1 tell -1 youre -1 only -1 slightly -1 psychotic -1 so -1 why -1 is -1 it -1 ,1.0
hes -1 not -1 exactly -1 relevant -1 party -1 conversation -1 ,1.0
but -1 theres -1 this -1 boy -1 and -1 ,1.0
out -1 of -1 alcatraz -1 he -1 seems -1 like -1 he -1 thrives -1 on -1 danger -1 what -1 makes -1 you -1 think -1 ,1.0
know -1 fathers -1 dont -1 like -1 to -1 admit -1 that -1 their -1 daughters -1 are -1 capable -1 of -1 running -1 their -1 own -1 ,1.0
at -1 least -1 start -1 wearing -1 a -1 ,1.0
getting -1 me -1 a -1 drink -1 ,1.0
i -1 believe -1 the -1 indies -1 are -1 no -1 more -1 than -1 750 -1 ,1.0
are -1 now -1 joining -1 forces -1 ,1.0
after -1 that -1 i -1 swore -1 id -1 never -1 ,1.0
is -1 that -1 woman -1 a -1 complete -1 fruitloop -1 or -1 is -1 ,1.0
i -1 pick -1 up -1 the -1 tab -1 you -1 ,1.0
why -1 dont -1 we -1 discuss -1 your -1 driving -1 ,1.0
they -1 always -1 let -1 felons -1 sit -1 in -1 ,1.0
for -1 queen -1 harry -1 next -1 week -1 ,1.0
what -1 i -1 mean -1 is -1 that -1 a -1 request -1 or -1 a -1 ,1.0
is -1 normal -1 but -1 youre -1 too -1 busy -1 listening -1 to -1 bitches -1 who -1 need -1 prozac -1 to -1 know -1 that -1 ,1.0
french -1 get -1 to -1 know -1 her -1 dazzle -1 her -1 ,1.0
did -1 bianca -1 a -1 favor -1 ,1.0
you -1 know -1 what -1 they -1 say -1 i -1 thought -1 you -1 were -1 above -1 all -1 ,1.0
have -1 an -1 effect -1 on -1 ,1.0
patris -1 et -1 filius -1 et -1 ,1.0
is -1 the -1 welfare -1 and -1 prosperity -1 ,1.0
not -1 going -1 youre -1 not -1 ,1.0
drawers -1 so -1 im -1 pretty -1 sure -1 shes -1 not -1 harboring -1 ,1.0
youll -1 spend -1 dollar -1 night -1 at -1 the -1 track -1 with -1 me -1 ,1.0
go -1 out -1 with -1 me -1 ,1.0
there -1 is -1 one -1 thing -1 id -1 like -1 to -1 understand -1 ,1.0
there -1 is -1 one -1 thing -1 id -1 like -1 to -1 understand -1 why -1 do -1 you -1 want -1 to -1 ,1.0
love -1 to -1 argue -1 with -1 you -1 sometimes -1 ,1.0
diego -1 is -1 a -1 bright -1 boy -1 a -1 pleasure -1 to -1 teach -1 but -1 so -1 serious -1 brothers -1 should -1 be -1 raised -1 together -1 ,1.0
officially -1 opposed -1 to -1 suburban -1 social -1 activity -1 ,1.0
carries -1 her -1 away -1 while -1 ,1.0
think -1 hes -1 orchestrating -1 the -1 battle -1 youre -1 in -1 a -1 position -1 ,1.0
each -1 other -1 are -1 now -1 joining -1 forces -1 against -1 ,1.0
away -1 while -1 youre -1 talking -1 to -1 ,1.0
ask -1 but -1 are -1 you -1 going -1 ,1.0
girls -1 who -1 like -1 me -1 ,1.0
i -1 can -1 tell -1 youre -1 only -1 slightly -1 psychotic -1 so -1 why -1 is -1 it -1 that -1 youre -1 such -1 a -1 fuckup -1 ,1.0
